,Season,Team,Avg FG3%,Avg FG%,Avg FT%,AvgTO,avgScore,avgBlk,avgDr,avgAst,avgPf,avgStl,avgOR,Home Win,Neutral Win,Away Win,Wins,Losses,Upsets,Games,AvgWinRank,AvgLossRank,AvgOffRating,AvgDefRating,AvgNetRating,Top 25 Wins,Top 10 Wins
2006_1424,2006,1424,34.53,44.51,66.98,14.8,69.47,3.13,23.4,15.73,19.0,7.33,12.63,12,1,4,17,13,2,30,161.29,89.85,101.31,97.97,3.34,0,0
2006_1425,2006,1425,34.46,43.19,68.87,14.14,68.9,3.21,21.79,12.93,18.72,7.41,9.86,11,1,4,16,13,5,29,153.94,96.31,98.54,98.39,0.15,3,1
2006_1426,2006,1426,36.13,45.06,66.88,17.88,71.38,2.62,23.96,14.58,19.73,6.92,12.58,5,2,3,10,16,5,26,219.3,151.19,100.36,103.15,-2.8,0,0
2006_1427,2006,1427,33.53,45.26,66.09,19.0,73.08,3.85,25.77,15.12,20.73,8.0,13.38,5,2,2,9,17,5,26,254.56,151.94,98.74,102.38,-3.64,0,0
2006_1428,2006,1428,38.39,46.53,67.05,16.18,64.68,2.07,22.61,13.46,17.57,5.46,10.57,9,1,3,13,15,6,28,168.69,116.8,101.07,101.42,-0.35,0,0
2006_1429,2006,1429,40.26,49.03,72.64,13.0,71.47,2.9,23.83,16.83,15.73,5.3,9.43,13,2,7,22,8,1,30,166.14,91.5,110.8,99.3,11.5,1,0
2006_1430,2006,1430,33.41,44.67,71.15,11.63,65.7,2.44,20.56,13.96,18.93,6.63,9.15,10,0,4,14,13,7,27,273.86,211.85,103.12,101.45,1.66,0,0
2006_1431,2006,1431,33.66,43.67,66.18,13.19,64.7,2.85,25.56,14.48,14.63,7.0,10.44,12,1,5,18,9,2,27,201.67,81.0,100.46,90.62,9.83,0,0
2006_1433,2006,1433,37.31,43.42,72.53,12.48,67.72,2.83,21.07,12.28,17.03,8.17,10.86,13,0,6,19,10,3,29,205.58,78.5,104.57,96.5,8.06,0,0
2006_1434,2006,1434,38.58,47.03,68.08,14.64,77.61,2.93,24.96,17.0,20.61,6.82,12.21,9,2,5,16,12,2,28,266.62,163.33,107.98,104.03,3.95,0,0
2006_1435,2006,1435,39.36,46.16,69.92,12.93,70.17,2.97,20.69,15.38,16.17,6.07,10.76,11,0,6,17,12,4,29,145.24,45.08,108.71,103.0,5.71,0,0
2006_1436,2006,1436,33.8,42.84,65.79,15.4,64.53,3.37,24.9,13.4,19.63,5.87,11.93,8,1,4,13,17,5,30,233.23,168.06,98.22,96.78,1.43,0,0
2006_1437,2006,1437,38.65,42.58,75.12,11.28,75.41,5.03,22.76,12.62,18.38,7.59,13.48,12,3,10,25,4,0,29,97.84,15.0,112.91,95.54,17.37,4,1
2006_1438,2006,1438,33.71,41.71,75.3,14.45,68.59,3.66,23.83,11.38,18.21,5.48,13.52,11,2,2,15,14,4,29,159.07,54.14,102.75,100.85,1.9,2,0
2006_1439,2006,1439,32.18,45.44,64.5,11.23,68.67,4.27,20.7,12.97,17.7,9.1,10.97,10,1,3,14,16,5,30,196.07,58.94,103.96,98.32,5.64,0,0
2006_1440,2006,1440,30.94,42.87,68.51,18.21,68.42,1.92,24.83,13.12,17.38,6.83,10.96,2,0,2,4,20,3,24,245.0,175.5,93.38,106.58,-13.21,0,0
2006_1441,2006,1441,35.06,42.44,67.73,14.81,65.41,1.52,21.26,11.56,21.26,7.37,10.56,6,1,3,10,17,6,27,233.0,163.94,99.18,104.06,-4.88,0,0
2006_1442,2006,1442,33.41,39.86,71.26,14.96,64.92,2.27,22.42,11.38,20.65,5.62,11.92,3,1,1,5,21,2,26,284.4,188.95,96.23,108.3,-12.06,0,0
2006_1443,2006,1443,38.84,47.57,69.07,17.14,78.14,3.69,21.97,13.14,19.93,7.62,15.1,12,3,7,22,7,1,29,177.14,96.43,111.24,100.8,10.44,0,0
2006_1444,2006,1444,29.84,40.52,66.27,14.53,62.93,2.17,22.03,10.1,18.77,6.57,12.43,9,1,3,13,17,5,30,226.92,117.47,94.27,103.01,-8.73,0,0
2006_1447,2006,1447,35.41,43.52,63.32,14.58,66.38,3.35,25.46,12.38,18.65,5.35,12.85,6,0,6,12,14,6,26,233.83,204.5,99.38,100.66,-1.27,0,0
2006_1448,2006,1448,36.46,45.36,67.07,16.21,73.45,4.36,25.61,13.85,18.82,5.73,13.91,12,3,2,17,16,6,33,150.88,54.25,105.8,103.28,2.52,1,0
2006_1449,2006,1449,36.48,47.45,74.8,15.03,82.4,3.5,23.03,16.53,18.93,7.93,14.83,17,1,6,24,6,4,30,136.17,106.67,112.09,95.27,16.82,4,3
2006_1450,2006,1450,33.25,42.98,71.64,14.04,58.18,4.64,22.79,12.61,18.29,6.04,8.43,8,1,2,11,17,6,28,156.09,88.53,92.23,92.29,-0.06,0,0
2006_1451,2006,1451,34.16,43.52,70.52,14.8,65.2,2.12,21.16,11.88,18.96,5.96,10.8,5,0,3,8,17,5,25,214.38,163.47,98.85,106.66,-7.81,0,0
2006_1452,2006,1452,34.24,44.52,74.53,8.34,70.66,2.69,19.72,17.59,13.0,7.9,7.83,12,2,5,19,10,7,29,132.89,43.3,110.16,101.4,8.76,4,2
2006_1453,2006,1453,37.16,42.99,72.41,13.1,65.4,2.13,22.17,11.2,17.57,4.97,10.93,10,2,2,14,16,8,30,194.14,136.62,101.51,105.93,-4.42,0,0
2006_1454,2006,1454,33.76,43.67,69.13,13.79,73.54,2.93,23.89,12.5,19.43,6.79,14.32,12,0,8,20,8,0,28,176.15,95.5,107.11,96.05,11.06,0,0
2006_1455,2006,1455,37.06,44.13,72.62,12.9,68.32,1.84,25.03,14.97,15.45,5.29,11.84,13,2,8,23,8,2,31,144.61,26.12,106.51,95.91,10.59,2,0
2006_1456,2006,1456,31.79,42.4,69.17,15.75,64.82,1.68,21.68,13.68,17.79,7.0,12.14,5,0,3,8,20,1,28,286.75,116.35,95.76,103.44,-7.67,0,0
2006_1457,2006,1457,36.74,44.53,69.88,13.93,72.68,3.18,23.11,15.71,17.14,9.25,12.93,13,1,7,21,7,1,28,208.24,113.86,107.96,90.96,17.0,0,0
2006_1458,2006,1458,34.18,43.21,66.31,11.63,71.0,3.37,23.63,13.4,17.2,5.37,12.93,14,3,2,19,11,3,30,94.37,65.55,105.65,96.51,9.14,3,2
2006_1459,2006,1459,33.59,43.45,67.19,14.0,65.16,2.16,20.8,12.52,17.36,7.76,9.16,4,1,2,7,18,6,25,214.0,171.67,97.81,105.76,-7.95,0,0
2006_1460,2006,1460,30.56,43.67,68.33,13.67,62.67,1.59,20.81,12.15,20.0,5.3,11.22,9,0,3,12,15,6,27,190.08,138.6,99.54,103.34,-3.79,0,0
2006_1461,2006,1461,30.17,42.02,66.14,17.06,66.0,6.74,25.13,10.52,19.68,5.71,13.35,8,3,2,13,18,6,31,198.54,98.83,95.74,97.76,-2.01,0,0
2006_1462,2006,1462,37.14,46.33,72.5,12.97,71.45,4.87,24.58,15.74,17.65,6.29,10.58,14,2,5,21,10,3,31,165.24,82.1,108.86,95.64,13.22,0,0
2006_1463,2006,1463,35.16,44.75,66.61,17.41,66.86,3.07,25.0,14.83,18.59,6.97,10.59,8,3,4,15,14,1,29,252.0,175.14,95.64,98.32,-2.68,0,0
2006_1464,2006,1464,32.85,43.21,70.52,13.07,67.15,2.7,21.52,12.81,17.67,6.04,11.96,4,0,2,6,21,5,27,209.67,167.76,102.98,110.86,-7.88,0,0
2007_1102,2007,1102,40.36,48.58,76.01,10.17,68.5,1.47,20.87,15.03,15.17,6.27,6.47,13,3,6,22,8,1,30,150.45,70.5,115.76,95.12,20.64,1,1
2007_1103,2007,1103,39.29,48.3,67.24,12.44,74.62,4.38,22.97,15.03,18.75,7.72,12.0,12,3,10,25,7,0,32,196.0,113.29,113.14,94.31,18.83,0,0
2007_1104,2007,1104,36.9,45.78,70.81,13.68,73.61,5.26,25.35,13.13,14.0,5.58,13.35,14,4,2,20,11,2,31,137.4,47.91,109.45,102.47,6.98,1,0
2007_1105,2007,1105,26.23,37.68,63.48,17.85,60.04,7.65,23.73,10.12,20.31,6.73,11.04,5,1,0,6,20,6,26,306.17,221.7,82.73,97.33,-14.6,0,0
2007_1106,2007,1106,30.18,36.39,64.07,14.1,60.21,2.72,21.45,9.34,20.17,6.17,12.97,6,0,3,9,20,8,29,278.67,203.55,90.25,97.93,-7.68,0,0
2007_1107,2007,1107,37.69,45.54,72.2,13.38,68.25,2.44,22.97,13.12,19.22,5.91,11.0,11,1,11,23,9,1,32,220.17,122.0,106.66,98.99,7.66,0,0
2007_1108,2007,1108,27.61,40.83,67.63,18.76,66.0,2.62,23.14,9.07,24.07,6.52,12.45,7,0,3,10,19,7,29,282.1,231.89,90.25,102.69,-12.43,0,0
2007_1110,2007,1110,34.26,42.8,72.9,13.8,64.83,2.37,24.13,13.47,18.73,5.77,10.43,10,0,6,16,14,1,30,265.19,133.29,99.47,94.67,4.8,0,0
2007_1111,2007,1111,37.22,47.76,68.61,14.72,74.79,3.62,22.79,15.21,18.31,8.03,11.55,9,4,9,22,7,4,29,189.27,145.29,108.56,99.18,9.37,0,0
2007_1112,2007,1112,34.29,47.99,74.55,13.73,78.47,3.23,25.17,16.2,13.4,6.0,12.37,11,2,7,20,10,2,30,96.75,24.9,112.18,104.17,8.01,3,2
2007_1113,2007,1113,31.26,40.81,66.06,14.28,58.14,2.0,20.66,12.86,17.93,5.86,11.83,6,0,1,7,22,3,29,191.86,74.32,95.61,101.17,-5.56,0,0
2007_1114,2007,1114,31.81,42.35,66.67,14.93,65.38,2.31,21.97,12.72,18.45,5.1,13.52,6,1,5,12,17,6,29,230.17,164.65,100.68,106.61,-5.93,0,0
2007_1115,2007,1115,27.5,39.42,60.89,15.45,58.66,4.03,25.0,9.59,18.41,6.0,11.48,6,1,3,10,19,1,29,295.6,178.68,85.97,95.37,-9.4,0,0
2007_1116,2007,1116,35.24,46.41,70.14,15.32,71.38,6.41,24.29,15.18,17.38,6.91,11.24,13,6,2,21,13,1,34,114.38,54.54,104.24,97.15,7.09,1,1
2007_1117,2007,1117,39.72,45.62,67.02,15.16,71.58,3.55,24.61,13.9,19.9,5.87,10.32,9,2,5,16,15,7,31,197.38,193.67,103.01,104.78,-1.77,0,0
2007_1119,2007,1119,38.1,41.48,70.0,16.52,58.72,2.41,21.45,12.45,19.79,6.9,8.97,8,2,3,13,16,3,29,251.31,150.12,90.56,96.75,-6.18,0,0
2007_1120,2007,1120,33.73,45.29,63.38,16.26,72.94,4.03,23.94,16.55,19.32,8.23,12.23,14,0,2,16,15,7,31,159.44,48.33,101.49,101.94,-0.45,1,0
2007_1122,2007,1122,34.97,44.84,68.02,12.73,69.9,2.7,20.77,13.2,17.77,7.67,11.3,11,1,7,19,11,0,30,237.32,137.64,106.31,102.17,4.14,0,0
2007_1123,2007,1123,27.23,38.48,69.5,13.52,59.61,2.39,20.06,10.32,20.77,7.81,12.58,7,0,2,9,22,5,31,237.44,133.14,92.35,99.56,-7.21,0,0
2007_1124,2007,1124,36.24,45.48,67.75,14.6,74.77,3.7,23.37,13.83,20.27,5.93,12.83,12,2,0,14,16,6,30,204.07,58.44,107.32,105.78,1.54,0,0
2007_1125,2007,1125,36.67,46.83,69.16,15.9,72.65,3.23,25.84,15.71,18.58,6.1,10.87,9,3,10,22,9,1,31,238.18,153.89,106.4,94.3,12.1,0,0
2007_1126,2007,1126,28.95,38.82,60.71,16.25,53.0,3.18,20.43,10.32,18.93,6.46,10.39,4,0,3,7,21,5,28,298.43,206.24,84.35,101.35,-17.0,0,0
2007_1127,2007,1127,35.02,42.27,68.32,14.34,65.69,2.03,22.66,10.41,20.21,7.45,10.66,7,1,5,13,16,7,29,230.62,199.62,98.5,99.3,-0.8,0,0
2007_1129,2007,1129,34.18,45.46,66.27,15.33,75.3,3.37,26.53,14.53,17.6,6.43,11.47,12,1,3,16,14,6,30,184.88,95.0,103.29,98.76,4.53,1,0
2007_1130,2007,1130,34.93,47.94,72.37,14.13,74.65,5.77,22.81,14.77,15.39,5.77,11.84,14,1,5,20,11,2,31,113.75,50.82,111.09,104.88,6.21,2,0
2007_1131,2007,1131,36.05,42.03,67.7,14.17,60.07,3.43,21.3,11.43,19.1,5.4,10.67,7,0,5,12,18,1,30,244.5,132.67,98.66,98.29,0.37,0,0
2007_1132,2007,1132,34.42,43.73,67.56,14.55,66.03,3.52,23.41,14.28,23.38,7.1,8.62,7,1,3,11,18,7,29,209.18,155.44,97.07,102.18,-5.11,0,0
2007_1133,2007,1133,42.89,46.55,66.97,11.0,74.38,2.22,20.5,15.59,18.5,8.03,8.41,12,3,5,20,12,1,32,116.25,49.25,109.98,104.18,5.8,1,1
2007_1135,2007,1135,36.96,43.12,74.18,15.41,60.66,2.59,19.97,12.31,18.41,7.21,6.21,6,1,4,11,18,5,29,226.09,164.67,96.11,100.9,-4.8,0,0
2007_1137,2007,1137,37.01,46.78,72.25,14.71,63.39,1.52,22.23,13.77,17.1,6.32,8.52,10,1,11,22,9,2,31,208.09,118.11,103.21,94.39,8.81,0,0
2007_1138,2007,1138,31.55,41.06,69.15,19.1,68.03,2.55,23.55,13.77,21.29,7.65,14.71,8,2,2,12,19,6,31,205.25,144.0,94.78,100.0,-5.21,0,0
2007_1139,2007,1139,36.81,43.64,75.94,9.23,68.29,1.87,20.94,12.29,19.32,5.0,9.0,14,3,8,25,6,1,31,152.24,91.67,114.65,94.68,19.97,1,0
2007_1140,2007,1140,40.69,48.97,65.7,13.53,77.34,3.5,25.38,15.78,19.41,5.84,11.94,16,2,6,24,8,1,32,141.75,68.25,112.33,100.14,12.19,1,1
2007_1141,2007,1141,36.54,41.89,72.52,17.52,65.65,2.55,20.55,9.84,23.9,7.52,11.0,6,2,5,13,18,1,31,251.08,127.67,96.75,102.92,-6.17,0,0
2007_1142,2007,1142,39.1,46.18,64.84,12.71,74.75,3.29,24.57,14.04,17.32,6.57,10.25,10,2,5,17,11,0,28,224.47,151.18,108.63,103.6,5.04,0,0
2007_1143,2007,1143,35.93,44.43,76.92,11.67,69.48,1.91,21.94,13.55,16.91,4.58,8.91,8,5,3,16,17,4,33,132.88,54.29,104.57,104.46,0.1,2,1
2007_1144,2007,1144,33.49,43.78,72.45,17.48,76.55,3.03,24.0,15.41,19.66,9.1,11.1,10,1,1,12,17,6,29,263.92,180.76,100.36,104.25,-3.88,0,0
2007_1145,2007,1145,33.54,42.2,65.1,16.48,69.48,2.45,22.35,13.16,20.45,7.0,14.71,4,1,7,12,19,5,31,258.33,166.84,99.16,103.84,-4.67,0,0
2007_1146,2007,1146,30.52,40.77,73.61,15.38,63.31,5.15,23.96,10.42,20.19,4.96,11.42,3,1,2,6,20,5,26,231.67,197.9,94.32,103.44,-9.12,0,0
2007_1147,2007,1147,34.72,43.97,71.64,15.35,68.55,2.0,19.74,13.35,21.55,7.97,10.35,8,1,1,10,21,5,31,265.7,144.86,98.19,108.44,-10.25,0,0
2007_1148,2007,1148,38.07,43.58,72.71,14.21,69.3,3.39,22.97,12.61,16.12,6.06,11.97,13,0,9,22,11,0,33,250.77,172.64,105.53,99.81,5.72,0,0
2007_1149,2007,1149,33.46,41.96,65.18,15.88,64.35,1.81,22.62,12.88,17.42,6.15,11.15,4,0,0,4,22,4,26,252.5,202.32,93.48,110.9,-17.42,0,0
2007_1150,2007,1150,33.21,40.32,70.06,12.73,70.03,2.1,22.73,12.27,19.57,5.47,13.2,10,2,2,14,16,4,30,207.14,78.56,104.12,105.41,-1.29,0,0
2007_1151,2007,1151,34.48,42.23,63.35,16.23,65.5,1.67,24.2,12.77,17.87,5.13,11.27,6,2,4,12,18,1,30,266.0,124.5,96.84,100.54,-3.7,0,0
2007_1152,2007,1152,34.92,42.78,71.88,14.19,69.96,3.11,18.85,12.19,20.44,8.22,12.44,1,2,4,7,20,3,27,215.86,128.45,100.51,112.83,-12.32,0,0
2007_1153,2007,1153,30.79,40.54,66.09,12.73,64.57,1.93,20.6,12.53,18.73,7.67,12.97,10,1,0,11,19,6,30,162.18,87.37,97.76,103.43,-5.67,0,0
2007_1154,2007,1154,29.51,39.67,63.44,14.85,55.0,0.78,19.07,10.37,17.56,6.41,9.74,2,0,2,4,23,4,27,281.5,149.13,88.37,110.61,-22.25,0,0
2007_1155,2007,1155,33.87,46.73,58.4,13.9,73.16,5.55,21.39,15.55,16.81,9.52,13.58,13,2,6,21,10,5,31,139.33,36.7,106.41,95.82,10.6,0,0
2007_1156,2007,1156,29.92,38.74,71.91,13.14,61.75,3.57,20.11,10.93,19.39,6.79,11.96,3,1,3,7,21,6,28,188.86,137.81,95.13,108.85,-13.72,0,0
2007_1157,2007,1157,33.21,44.39,67.93,14.65,72.12,2.38,20.54,15.35,18.92,8.54,12.77,8,0,3,11,15,4,26,263.82,193.27,102.53,104.99,-2.46,0,0
2007_1158,2007,1158,34.64,45.07,67.86,14.97,69.39,3.85,25.3,14.0,15.64,6.36,10.67,11,3,8,22,11,2,33,233.64,91.91,101.87,95.86,6.01,0,0
2007_1159,2007,1159,31.56,39.22,69.38,15.32,56.07,2.43,21.04,9.32,17.75,5.86,10.18,4,0,5,9,19,7,28,249.67,158.11,89.06,98.81,-9.75,0,0
2007_1160,2007,1160,30.8,42.01,65.05,17.48,69.15,4.33,23.81,13.3,21.19,6.85,13.15,6,0,1,7,20,5,27,173.0,94.95,94.12,109.8,-15.68,0,0
2007_1161,2007,1161,36.84,48.56,71.36,17.54,72.43,4.54,24.36,13.54,20.86,7.07,11.0,8,2,5,15,13,3,28,175.93,73.77,104.41,102.8,1.61,1,0
2007_1162,2007,1162,40.8,45.86,73.29,14.7,65.0,1.44,22.22,13.22,19.67,5.37,9.67,9,1,5,15,12,4,27,248.6,161.42,103.72,102.79,0.93,0,0
2007_1163,2007,1163,32.1,42.25,62.84,15.0,70.35,8.58,26.16,12.97,17.42,7.77,16.16,15,0,2,17,14,3,31,183.82,42.93,101.34,89.56,11.78,0,0
2007_1164,2007,1164,29.0,39.66,64.95,13.78,61.62,2.09,19.78,9.5,19.09,6.47,11.31,7,2,3,12,20,0,32,306.25,138.25,92.37,105.18,-12.81,0,0
2007_1165,2007,1165,39.29,46.72,74.9,14.81,65.78,3.0,22.52,12.96,17.37,5.7,8.52,7,1,7,15,12,1,27,241.33,155.17,103.63,100.51,3.13,0,0
2007_1166,2007,1166,34.35,44.63,75.5,12.84,67.16,2.56,22.5,13.41,16.69,6.25,10.28,12,5,5,22,10,1,32,101.32,79.3,107.18,96.12,11.06,1,1
2007_1168,2007,1168,36.83,45.52,63.87,15.46,80.57,2.21,24.82,17.0,19.86,6.61,13.82,10,1,7,18,10,1,28,244.33,148.0,105.65,102.23,3.42,0,0
2007_1169,2007,1169,32.56,43.52,71.81,18.66,72.69,2.45,23.97,13.76,24.9,8.28,14.31,8,2,2,12,17,6,29,245.5,149.0,98.0,102.48,-4.48,0,0
2007_1170,2007,1170,31.79,40.66,61.59,14.22,73.78,3.11,19.41,12.78,22.56,10.85,13.7,6,0,2,8,19,5,27,253.88,165.79,95.61,108.99,-13.38,0,0
2007_1171,2007,1171,29.4,41.8,70.23,13.11,58.93,3.41,19.96,11.3,20.33,6.52,9.26,6,0,3,9,18,4,27,258.67,151.22,92.32,103.95,-11.63,0,0
2007_1172,2007,1172,37.34,44.9,75.44,14.65,80.0,2.65,26.74,15.48,17.94,7.74,13.03,11,6,10,27,4,0,31,210.7,55.25,109.72,94.57,15.15,0,0
2007_1173,2007,1173,38.06,44.56,69.47,14.1,66.94,2.9,22.0,12.42,19.45,4.68,11.29,15,2,2,19,12,5,31,163.42,84.92,102.94,101.44,1.5,1,0
2007_1174,2007,1174,32.94,40.44,71.79,12.9,60.45,2.42,19.9,10.77,18.39,5.45,8.81,3,1,1,5,26,5,31,187.0,156.77,95.09,109.19,-14.09,0,0
2007_1175,2007,1175,34.01,43.72,74.5,12.12,59.09,2.75,16.78,11.44,15.88,5.88,10.5,8,3,9,20,12,0,32,278.0,96.08,105.43,104.63,0.8,0,0
2007_1176,2007,1176,35.17,39.89,72.22,14.97,63.97,1.41,22.9,12.0,17.07,4.83,9.52,4,0,0,4,25,3,29,214.25,202.16,93.49,111.6,-18.1,0,0
2007_1177,2007,1177,33.39,45.02,65.57,11.97,66.77,4.67,24.47,13.6,16.77,6.17,11.07,13,0,4,17,13,4,30,133.76,57.31,103.52,98.42,5.1,3,0
2007_1178,2007,1178,32.67,43.96,65.2,12.73,63.77,2.3,21.87,12.73,17.83,5.7,11.33,6,1,4,11,19,5,30,208.27,112.11,101.68,105.79,-4.1,0,0
2007_1179,2007,1179,32.92,44.69,71.35,13.58,74.0,2.87,22.06,14.9,17.9,7.71,13.45,10,4,2,16,15,5,31,153.88,65.53,108.14,110.08,-1.94,0,0
2007_1180,2007,1180,33.33,44.27,69.6,14.03,66.6,4.97,23.23,12.17,18.07,8.17,10.53,8,1,13,22,8,2,30,168.18,90.25,101.97,93.15,8.82,2,0
2007_1181,2007,1181,38.31,46.88,69.22,15.38,70.19,4.72,23.81,13.19,17.44,7.38,11.28,15,2,5,22,10,1,32,101.32,32.9,105.04,91.49,13.55,1,1
2007_1182,2007,1182,33.1,43.92,74.43,14.93,78.31,3.52,19.03,16.03,19.45,7.48,13.48,5,0,5,10,19,6,29,168.5,146.68,105.22,115.76,-10.54,0,0
2007_1183,2007,1183,32.06,40.73,72.69,14.0,60.97,1.9,23.31,11.97,18.93,5.59,11.24,6,0,3,9,20,5,29,259.78,191.2,94.59,103.9,-9.31,0,0
2007_1184,2007,1184,35.82,46.67,67.95,13.63,65.33,2.5,19.97,14.43,13.9,7.67,8.23,9,2,8,19,11,2,30,243.11,154.91,103.77,101.09,2.68,0,0
2007_1185,2007,1185,35.92,42.01,68.61,17.81,63.72,1.84,21.69,11.69,19.75,6.88,11.06,8,2,3,13,19,4,32,250.54,126.84,94.73,103.13,-8.39,0,0
2007_1186,2007,1186,33.53,49.38,73.44,15.35,83.15,2.81,22.88,17.54,19.5,6.88,10.85,7,0,5,12,14,3,26,242.5,153.07,110.56,112.53,-1.97,0,0
2007_1187,2007,1187,30.78,39.06,57.49,14.07,57.89,2.41,22.63,11.56,19.0,6.0,10.48,2,0,1,3,24,3,27,240.33,153.88,88.61,106.07,-17.45,0,0
2007_1189,2007,1189,32.73,41.0,67.86,14.46,61.21,2.61,22.57,10.68,19.46,5.93,10.64,2,0,3,5,23,5,28,215.4,163.78,93.57,107.65,-14.09,0,0
2007_1190,2007,1190,34.57,45.68,72.97,16.81,73.1,4.52,24.61,15.74,19.97,9.84,11.39,13,1,8,22,9,1,31,255.82,126.67,100.68,94.27,6.4,0,0
2007_1191,2007,1191,39.79,45.68,73.3,12.81,68.74,2.55,22.45,13.9,19.26,4.77,8.55,10,0,4,14,17,4,31,165.57,79.12,107.2,105.34,1.86,1,1
2007_1192,2007,1192,32.41,42.8,70.34,13.45,72.66,3.24,22.66,12.83,17.76,6.17,12.72,5,1,7,13,16,5,29,240.77,205.44,102.56,106.45,-3.9,0,0
2007_1193,2007,1193,32.56,40.98,70.83,14.75,62.38,3.09,18.59,12.78,19.12,6.97,13.47,7,1,5,13,19,5,32,245.92,122.42,99.92,103.51,-3.59,0,0
2007_1194,2007,1194,36.49,48.3,69.24,15.27,74.23,1.83,23.5,15.07,20.07,6.57,9.4,10,0,5,15,15,2,30,234.27,138.27,104.45,109.48,-5.03,0,0
2007_1196,2007,1196,40.8,52.69,68.04,14.0,79.32,4.82,26.09,15.76,15.68,7.09,11.09,18,6,5,29,5,1,34,120.52,40.2,117.45,91.53,25.92,4,1
2007_1197,2007,1197,36.22,44.8,65.86,17.55,68.97,1.71,23.71,13.42,18.0,6.65,12.61,8,4,6,18,13,2,31,279.11,132.69,100.05,102.79,-2.74,0,0
2007_1198,2007,1198,32.95,41.87,65.11,15.37,65.11,2.56,22.44,11.48,18.85,6.63,11.19,7,0,3,10,17,5,27,233.9,162.88,94.76,104.77,-10.01,0,0
2007_1199,2007,1199,37.2,47.21,76.81,14.38,74.12,3.31,20.84,12.31,17.72,7.78,10.94,14,2,4,20,12,4,32,152.15,28.5,108.35,101.08,7.27,3,1
2007_1200,2007,1200,35.74,43.64,66.99,14.23,65.47,4.1,21.07,13.63,19.27,7.33,10.73,11,1,6,18,12,3,30,210.67,73.17,100.77,98.48,2.29,0,0
2007_1201,2007,1201,33.89,41.61,64.81,13.42,71.13,6.52,28.74,14.32,16.32,5.77,10.0,15,0,7,22,9,5,31,174.36,103.44,100.15,91.83,8.32,1,0
2007_1202,2007,1202,36.65,43.89,75.21,14.79,67.45,2.17,21.9,14.0,18.79,6.48,10.17,7,1,5,13,16,2,29,234.77,145.31,101.48,104.75,-3.27,0,0
2007_1203,2007,1203,37.25,46.32,70.48,13.68,71.06,4.42,21.9,14.71,18.87,9.32,12.1,13,4,6,23,8,1,31,192.52,61.5,105.9,96.15,9.75,0,0
2007_1204,2007,1204,34.56,44.45,60.64,16.41,67.38,3.24,24.03,13.21,19.97,6.9,12.41,5,3,5,13,16,3,29,269.77,143.69,95.94,97.71,-1.77,0,0
2007_1205,2007,1205,34.79,41.17,64.03,16.07,63.17,2.86,20.72,13.34,19.31,7.24,10.69,6,0,2,8,21,2,29,275.88,146.29,94.28,107.58,-13.3,0,0
2007_1206,2007,1206,34.17,46.25,64.31,12.27,63.33,2.58,22.73,14.03,14.85,5.91,9.91,7,3,8,18,15,4,33,212.89,84.27,103.62,97.58,6.03,0,0
2007_1207,2007,1207,36.61,50.65,71.77,13.75,68.47,5.03,22.53,14.34,16.5,5.22,10.75,14,3,9,26,6,2,32,120.46,25.0,114.51,94.63,19.88,5,2
2007_1208,2007,1208,37.54,45.79,66.26,15.67,74.4,4.57,24.13,14.63,17.47,8.8,14.1,12,2,3,17,13,4,30,149.0,31.23,106.06,98.34,7.72,1,0
2007_1209,2007,1209,36.36,42.95,65.63,15.84,64.29,3.16,23.0,10.94,16.61,5.71,10.77,7,1,3,11,20,3,31,262.27,102.2,96.39,107.71,-11.32,0,0
2007_1210,2007,1210,37.43,49.24,68.35,15.87,79.1,3.55,22.61,15.48,20.71,10.0,13.68,17,2,1,20,11,8,31,132.35,56.27,110.49,98.21,12.27,3,2
2007_1211,2007,1211,39.54,48.72,75.07,14.03,79.12,3.58,27.09,14.48,19.3,6.24,10.52,13,4,6,23,10,2,33,172.26,65.7,111.23,98.12,13.11,1,1
2007_1212,2007,1212,30.51,40.15,66.88,16.96,63.83,3.0,24.17,10.58,19.71,5.88,12.38,7,0,3,10,14,2,24,299.5,196.93,90.08,99.47,-9.39,0,0
2007_1214,2007,1214,30.27,42.31,66.21,20.55,68.16,3.26,22.19,11.81,23.23,9.19,13.81,6,2,7,15,16,4,31,266.67,179.94,95.09,95.19,-0.1,0,0
2007_1216,2007,1216,29.22,40.92,67.51,12.55,62.1,1.23,20.13,11.23,19.26,8.48,9.71,7,1,5,13,18,4,31,245.31,163.78,97.38,102.27,-4.88,0,0
2007_1217,2007,1217,31.83,44.34,75.88,16.14,72.32,2.89,20.89,11.32,16.75,6.86,11.71,6,0,6,12,16,4,28,219.92,151.31,100.98,108.9,-7.92,0,0
2007_1218,2007,1218,34.3,45.88,72.95,17.42,72.42,4.97,25.71,17.39,18.74,6.48,12.39,13,2,3,18,13,6,31,160.83,82.62,101.05,93.72,7.33,1,0
2007_1219,2007,1219,34.59,45.46,68.65,15.43,73.43,3.18,23.82,15.64,19.25,6.43,12.25,11,1,6,18,10,1,28,288.06,157.7,102.31,98.56,3.75,0,0
2007_1220,2007,1220,40.66,45.42,69.67,11.63,73.1,2.33,22.4,11.8,19.07,5.93,10.97,10,2,9,21,9,4,30,174.86,135.0,110.91,104.62,6.29,0,0
