,avgOR,AvgOffRating,avgStl,Avg FT%,avgAst,Neutral Win,AvgDefRating,Season,avgPf,Away Win,Avg FG%,Top 10 Wins,AvgWinRank,avgBlk,Avg FG3%,Wins,Losses,AvgLossRank,avgDr,Games,Team,Top 25 Wins,avgScore,Upsets,AvgNetRating,Home Win,AvgTO,Conference
2007_1328,12.37,102.72,6.87,71.9,13.37,2,92.5,2007,18.3,1,43.47,0,182.67,4.23,32.77,15,15,40.93,23.33,30,1328,0,66.67,2,10.22,12,13.77,big_twelve
2007_1329,11.55,103.88,7.55,72.24,14.15,7,99.92,2007,18.94,0,46.21,1,132.14,3.45,36.2,21,12,69.92,23.24,33,1329,2,73.73,5,3.96,14,16.03,big_twelve
2007_1330,12.13,107.29,7.63,72.1,14.97,1,94.11,2007,18.72,8,43.43,1,168.08,3.41,35.11,24,8,98.88,24.56,32,1330,1,70.13,3,13.18,15,12.34,caa
2007_1331,10.69,106.25,6.25,70.96,13.5,5,96.56,2007,17.88,6,46.99,0,221.36,4.44,37.21,22,10,98.5,24.41,32,1331,1,71.72,1,9.68,11,15.28,mid_cont
2007_1332,12.21,112.67,7.12,75.12,14.27,4,97.19,2007,16.03,6,45.04,2,140.65,2.06,38.5,26,7,48.0,22.85,33,1332,6,76.39,4,15.47,16,12.61,pac_ten
2007_1333,11.23,94.07,7.48,59.43,12.06,0,105.3,2007,17.74,3,41.92,0,248.6,3.1,29.06,10,21,56.95,20.77,31,1333,0,63.13,2,-11.23,7,13.48,pac_ten
2007_1334,9.9,102.25,5.5,68.51,14.63,2,108.42,2007,16.93,4,45.26,0,246.64,1.93,36.69,11,19,123.42,22.07,30,1334,0,68.37,3,-6.17,5,14.77,big_west
2007_1335,10.69,108.26,8.55,67.1,17.24,1,97.78,2007,18.21,9,48.78,0,212.9,3.0,36.67,21,8,97.25,22.45,29,1335,0,74.07,1,10.48,11,13.97,ivy
2007_1336,11.57,102.32,5.63,68.68,15.1,0,106.95,2007,16.27,0,44.07,0,212.0,1.6,35.99,11,19,77.05,21.47,30,1336,0,65.4,4,-4.63,11,14.1,big_ten
2007_1337,11.3,101.3,9.27,70.57,14.03,2,110.81,2007,20.1,3,43.02,0,195.13,3.73,35.6,8,22,151.18,18.53,30,1337,0,77.1,7,-9.51,3,15.43,wcc
2007_1338,12.21,111.34,5.32,66.62,17.44,3,97.78,2007,16.47,8,47.11,1,109.19,3.47,37.45,27,7,22.0,23.56,34,1338,3,71.15,0,13.56,16,11.71,big_east
2007_1339,11.9,91.7,4.13,73.09,11.39,0,104.7,2007,17.97,1,41.06,0,234.13,2.13,29.95,8,23,129.52,23.45,31,1339,0,60.77,6,-13.0,7,16.87,wcc
2007_1340,13.2,104.79,6.87,64.03,15.47,1,102.95,2007,21.3,6,45.42,0,249.82,4.77,33.5,17,13,163.54,22.7,30,1340,0,76.7,5,1.84,10,15.53,big_sky
2007_1341,13.29,82.41,9.5,56.69,9.89,0,99.75,2007,22.32,2,36.73,0,293.17,1.93,26.73,6,22,210.59,20.75,28,1341,0,58.89,5,-17.34,4,17.0,swac
2007_1343,7.04,92.55,6.71,66.67,11.11,3,97.91,2007,17.82,3,40.98,0,235.73,1.89,34.11,11,17,170.35,16.82,28,1343,0,50.36,7,-5.36,5,13.14,ivy
2007_1344,13.63,108.05,7.23,70.13,16.6,0,101.87,2007,17.1,2,48.53,0,150.56,4.77,36.6,18,12,65.33,24.0,30,1344,1,75.97,5,6.18,16,16.7,big_east
2007_1345,11.19,105.4,7.69,68.3,13.75,3,94.87,2007,19.72,2,46.2,0,141.14,2.72,36.03,21,11,53.91,21.75,32,1345,1,69.91,3,10.53,16,14.22,big_ten
2007_1346,11.32,100.33,8.29,65.34,14.89,0,102.67,2007,22.0,5,45.12,0,260.0,2.93,33.39,13,15,194.6,23.46,28,1346,0,71.25,4,-2.34,8,15.89,nec
2007_1347,12.5,95.07,8.79,64.61,10.5,1,105.23,2007,19.68,1,44.19,0,293.5,3.36,30.98,6,22,193.14,22.61,28,1347,0,68.75,4,-10.16,4,17.64,big_south
2007_1348,13.35,110.09,5.52,72.09,13.48,3,111.08,2007,16.81,4,45.55,0,166.94,3.13,39.77,17,14,92.0,22.1,31,1348,0,75.74,7,-0.99,10,14.71,a_ten
2007_1349,9.8,99.26,6.77,71.76,12.9,4,103.27,2007,19.5,2,43.6,0,201.64,2.9,37.65,14,16,109.56,22.6,30,1349,0,67.47,5,-4.01,8,14.87,cusa
2007_1350,6.03,97.32,6.1,65.01,12.97,0,109.57,2007,21.37,2,45.39,0,211.5,2.23,34.97,8,22,132.82,18.07,30,1350,0,60.57,5,-12.25,6,12.87,a_ten
2007_1351,10.19,101.22,5.32,71.86,14.16,1,106.17,2007,17.68,7,43.08,0,237.38,3.58,36.71,16,15,164.4,24.16,31,1351,0,69.97,3,-4.96,8,13.81,maac
2007_1352,11.15,108.51,7.26,75.43,16.07,0,105.85,2007,19.96,6,47.62,0,246.69,2.78,33.91,16,11,211.91,22.67,27,1352,0,74.89,3,2.67,10,14.63,nec
2007_1353,12.07,93.76,4.32,67.43,8.82,0,106.85,2007,18.39,2,38.4,0,220.67,4.11,30.21,9,19,82.53,21.25,28,1353,0,59.0,4,-13.09,7,13.0,big_east
2007_1354,12.2,98.3,6.13,68.71,9.9,0,100.83,2007,22.23,4,43.75,0,285.54,2.5,33.62,13,17,199.59,22.5,30,1354,0,66.3,6,-2.53,9,16.9,meac
2007_1355,10.7,93.15,6.1,66.27,11.6,0,108.65,2007,18.17,2,42.01,0,277.67,1.23,31.77,6,24,198.71,21.1,30,1355,0,62.03,4,-15.5,4,16.1,ind
2007_1356,9.38,103.07,6.38,69.23,11.59,4,94.48,2007,20.38,10,45.39,0,102.54,3.28,36.92,26,6,56.0,20.09,32,1356,2,63.28,0,8.59,12,13.97,mvc
2007_1357,10.19,106.35,9.44,69.15,14.97,1,104.68,2007,19.56,6,48.03,0,248.06,3.41,37.94,18,14,170.57,22.16,32,1357,0,78.53,2,1.67,11,15.09,nec
2007_1358,12.61,105.04,7.36,67.32,18.43,2,98.96,2007,21.25,8,43.8,0,239.44,3.25,35.79,18,10,128.5,23.86,28,1358,0,75.79,1,6.09,8,15.18,southland
2007_1359,6.61,104.83,5.16,72.86,12.87,1,109.0,2007,14.52,6,44.38,0,244.4,1.61,32.88,15,16,140.38,19.03,31,1359,0,58.55,3,-4.18,8,10.52,ovc
2007_1360,12.9,104.22,7.0,70.86,14.59,3,104.87,2007,20.0,6,43.92,0,221.87,2.83,35.62,15,14,133.07,21.38,29,1360,0,74.59,4,-0.65,6,15.21,wcc
2007_1361,10.45,101.1,8.28,70.7,14.83,1,96.66,2007,15.38,5,46.54,1,153.0,3.97,33.4,19,10,72.9,23.76,29,1361,2,72.1,3,4.45,13,14.83,mwc
2007_1362,10.4,100.87,7.9,70.19,12.87,1,104.33,2007,19.57,5,45.45,0,222.83,3.17,36.74,12,18,105.61,22.9,30,1362,0,73.77,1,-3.46,6,15.9,wcc
2007_1363,12.47,90.36,5.87,60.57,11.7,0,104.01,2007,17.5,1,39.26,0,205.2,2.93,30.68,5,25,105.6,23.5,30,1363,0,61.93,3,-13.65,4,14.7,wac
2007_1364,9.71,105.25,6.07,72.63,13.57,0,100.17,2007,16.64,10,46.3,1,217.18,2.96,36.88,17,11,154.0,24.89,28,1364,1,70.54,3,5.08,7,14.04,big_west
2007_1365,11.5,103.74,5.2,66.47,14.9,2,96.63,2007,18.17,7,46.24,0,179.05,3.1,36.59,20,10,94.1,24.23,30,1365,0,68.27,4,7.11,11,14.73,wcc
2007_1366,9.62,85.02,7.62,68.35,10.54,0,102.2,2007,21.42,1,40.93,0,267.88,2.62,31.92,8,18,158.61,20.38,26,1366,0,55.96,4,-17.18,7,18.81,ind
2007_1368,10.57,101.86,6.36,70.97,13.39,3,104.84,2007,17.64,5,43.3,0,255.5,3.54,34.02,14,14,170.36,20.18,28,1368,0,67.39,5,-2.98,6,12.5,southland
2007_1369,12.57,97.81,8.2,63.36,12.83,0,108.17,2007,19.43,5,41.72,0,259.1,4.1,33.02,10,20,176.2,20.5,30,1369,0,69.47,4,-10.37,5,16.87,ovc
2007_1371,12.61,103.9,10.0,75.22,12.46,1,102.92,2007,20.79,1,41.71,0,208.0,2.86,31.83,12,16,74.19,21.32,28,1371,0,74.07,3,0.97,10,12.0,big_east
2007_1372,10.0,98.59,7.12,69.96,12.62,0,96.43,2007,18.96,5,44.04,0,268.58,2.0,36.79,12,14,168.36,21.5,26,1372,0,63.96,4,2.16,7,14.85,southland
2007_1373,10.75,107.28,7.63,69.64,15.13,2,100.64,2007,16.94,8,47.54,0,241.4,2.84,34.05,20,12,128.42,24.5,32,1373,0,76.16,2,6.64,10,13.44,maac
2007_1374,11.34,97.32,5.93,69.95,12.31,2,99.17,2007,17.0,3,41.67,0,213.75,3.72,34.88,12,17,124.12,22.52,29,1374,0,61.72,6,-1.84,7,16.03,cusa
2007_1375,10.1,104.65,6.79,66.67,13.45,2,99.39,2007,17.79,7,43.97,0,202.0,2.38,35.87,18,11,146.64,23.21,29,1375,0,70.21,2,5.26,9,11.97,sun_belt
2007_1376,10.87,102.37,4.57,66.81,11.23,0,108.61,2007,14.93,4,42.15,0,157.86,4.7,34.23,14,16,49.38,20.77,30,1376,1,64.7,5,-6.24,10,11.23,sec
2007_1378,11.33,97.28,6.13,66.16,14.57,1,99.65,2007,17.4,2,44.75,0,235.75,5.0,32.48,12,18,76.67,25.0,30,1378,0,65.67,3,-2.38,9,16.87,big_east
2007_1379,13.52,100.06,6.3,65.96,10.26,1,95.66,2007,20.52,3,42.03,0,204.0,2.89,34.62,16,11,113.82,24.44,27,1379,0,67.52,4,4.4,12,14.44,cusa
2007_1380,12.1,86.77,8.03,64.43,9.58,0,97.82,2007,18.45,4,38.89,0,262.5,3.58,32.56,10,21,190.86,22.52,31,1380,0,59.32,6,-11.05,6,18.48,swac
2007_1381,9.93,103.99,5.29,67.94,12.93,0,103.84,2007,17.54,4,47.46,0,233.5,3.29,36.68,14,14,160.36,20.43,28,1381,0,66.93,7,0.16,10,13.96,mid_cont
2007_1382,12.1,97.09,5.24,66.77,12.86,1,112.47,2007,17.72,3,41.21,0,230.57,3.07,33.63,7,22,142.27,21.41,29,1382,0,67.48,5,-15.38,3,14.97,a_ten
2007_1383,14.77,91.73,7.32,62.03,10.42,0,101.3,2007,20.35,4,41.21,0,247.78,2.52,29.09,9,22,192.73,22.13,31,1383,0,63.06,7,-9.57,5,17.84,nec
2007_1384,11.32,99.12,5.07,72.18,12.79,0,108.63,2007,18.57,2,42.88,0,275.71,2.89,36.27,7,21,213.62,21.89,28,1384,0,66.07,7,-9.51,5,16.75,nec
2007_1385,10.9,97.95,5.65,72.28,13.52,0,99.5,2007,17.13,2,40.92,0,190.44,3.55,34.24,16,15,57.0,23.1,31,1385,0,63.84,4,-1.55,14,14.19,big_east
2007_1386,11.65,106.45,5.81,72.22,13.23,2,101.89,2007,17.58,6,46.23,0,168.76,3.87,37.61,17,14,90.71,21.74,31,1386,0,67.32,5,4.55,9,14.65,a_ten
2007_1387,8.38,101.15,4.66,72.34,13.47,4,101.04,2007,16.88,3,45.55,0,151.74,4.25,36.8,19,13,95.92,26.06,32,1387,0,65.59,5,0.11,12,13.41,a_ten
2007_1388,13.24,102.03,6.1,68.89,11.66,0,97.87,2007,18.76,5,42.54,0,195.43,5.45,30.48,14,15,114.73,24.24,29,1388,0,69.72,2,4.16,9,13.79,wcc
2007_1389,11.47,90.7,7.07,66.45,11.4,1,101.47,2007,18.2,2,40.11,0,273.8,3.53,33.98,5,25,199.84,22.2,30,1389,0,59.6,4,-10.77,2,16.63,maac
2007_1390,12.6,103.14,4.73,69.06,15.0,1,99.01,2007,18.27,5,44.87,1,138.67,6.1,35.11,18,12,43.58,25.93,30,1390,3,69.93,6,4.14,12,14.6,pac_ten
2007_1391,11.07,96.31,7.14,73.19,10.66,1,109.15,2007,20.79,2,41.11,0,271.56,2.59,33.39,9,20,172.3,19.45,29,1391,0,65.21,5,-12.84,6,15.83,a_sun
2007_1392,12.9,92.59,7.38,66.73,8.72,0,99.33,2007,20.86,5,39.73,0,240.33,1.76,31.12,9,20,177.0,21.21,29,1392,0,59.9,8,-6.74,4,14.45,aec
2007_1393,12.91,105.86,8.47,69.32,14.91,1,94.98,2007,17.44,5,44.22,1,140.73,7.22,37.09,22,10,55.6,27.31,32,1393,3,75.5,3,10.88,16,15.09,big_east
2007_1394,11.2,113.48,7.4,71.96,17.93,5,100.59,2007,19.03,8,52.4,0,242.71,2.77,40.33,24,6,83.17,24.17,30,1394,0,79.17,0,12.88,11,16.37,southland
2007_1395,11.63,91.65,6.8,60.17,12.57,1,97.86,2007,20.07,2,41.3,0,210.69,3.47,33.15,13,17,81.35,22.27,30,1395,0,63.07,6,-6.2,10,17.07,mwc
2007_1396,9.93,108.21,7.57,70.87,14.63,0,107.21,2007,19.23,3,45.96,0,188.17,2.87,36.71,12,18,105.06,22.33,30,1396,0,75.03,6,1.0,9,12.63,a_ten
2007_1397,13.59,106.5,9.81,65.38,15.47,3,100.18,2007,19.81,3,44.3,2,100.86,3.22,35.22,22,10,46.6,21.97,32,1397,3,79.66,2,6.32,16,14.59,sec
2007_1398,13.39,97.07,5.97,66.89,11.52,2,105.07,2007,20.77,3,38.98,0,250.64,3.06,32.1,11,20,169.4,22.23,31,1398,0,63.87,4,-8.01,6,13.84,ovc
2007_1399,12.81,104.73,6.65,66.43,13.23,1,101.88,2007,20.61,5,45.07,0,231.5,3.42,34.15,18,13,148.85,24.9,31,1399,0,74.0,3,2.84,12,15.48,ovc
2007_1400,14.0,114.23,7.61,72.77,13.88,3,99.99,2007,17.27,6,44.61,0,152.0,5.76,39.71,24,9,29.11,26.18,33,1400,1,82.21,1,14.24,15,12.27,big_twelve
2007_1401,10.19,114.19,6.77,72.38,18.0,0,89.17,2007,19.52,7,50.06,0,138.28,3.39,42.17,25,6,46.17,25.55,31,1401,1,76.32,1,25.02,18,12.52,big_twelve
2007_1402,14.62,96.22,8.5,69.66,13.46,0,110.72,2007,26.04,1,39.59,0,288.0,2.38,36.24,6,20,198.9,19.5,26,1402,0,74.77,6,-14.5,5,18.81,southland
2007_1403,9.39,106.12,6.88,73.76,13.36,2,102.06,2007,17.45,6,45.29,0,139.24,1.88,41.19,21,12,60.25,21.36,33,1403,3,71.58,5,4.05,13,11.82,big_twelve
2007_1404,11.83,94.29,6.43,67.7,12.63,1,104.87,2007,18.43,2,40.99,0,281.71,1.53,31.01,7,23,186.52,22.47,30,1404,0,62.9,6,-10.58,4,16.33,ovc
2007_1405,10.23,101.43,9.42,67.13,12.55,3,98.1,2007,19.45,6,45.06,0,205.63,2.19,31.97,19,12,83.17,19.71,31,1405,0,69.23,3,3.33,10,14.16,mac
2007_1406,9.72,103.65,6.78,73.82,14.75,2,104.4,2007,17.75,4,44.74,0,235.27,3.94,31.34,15,17,92.06,22.5,32,1406,0,67.97,1,-0.75,9,12.69,caa
2007_1407,11.83,105.11,7.83,71.66,12.59,3,108.96,2007,15.66,3,42.43,0,194.25,3.52,35.73,12,17,171.71,22.83,29,1407,0,73.66,7,-3.85,6,12.59,sun_belt
2007_1408,10.68,98.27,7.07,66.81,14.71,1,98.35,2007,20.61,5,44.47,0,207.4,6.21,34.96,15,13,118.23,26.79,28,1408,0,68.93,5,-0.07,9,15.11,cusa
2007_1409,13.24,99.03,5.59,70.64,12.9,1,92.43,2007,20.79,4,41.13,0,213.83,5.38,35.66,18,11,96.82,26.55,29,1409,0,67.03,1,6.61,13,16.59,cusa
2007_1410,9.84,102.4,5.84,72.91,13.96,1,106.14,2007,19.76,2,43.79,0,299.1,1.76,36.83,10,15,182.8,20.2,25,1410,0,65.2,3,-3.74,7,15.52,ind
2007_1411,13.43,88.29,6.61,63.23,10.93,1,98.85,2007,20.93,6,40.56,0,283.27,2.79,30.48,11,17,197.18,26.43,28,1411,0,64.25,4,-10.56,4,18.36,swac
2007_1412,11.39,98.34,6.68,60.9,11.23,1,96.7,2007,16.81,5,42.51,0,188.87,3.45,33.33,15,16,98.88,23.94,31,1412,0,66.16,4,1.64,9,13.81,cusa
2007_1413,9.64,91.21,6.29,72.26,12.14,0,108.95,2007,22.07,1,41.3,0,189.6,2.96,30.84,5,23,187.7,21.43,28,1413,0,66.68,5,-17.75,4,17.93,ind
2007_1414,8.94,98.17,4.36,72.39,13.03,3,99.87,2007,18.27,3,45.19,0,225.2,4.09,36.01,15,18,124.44,26.45,33,1414,0,66.24,5,-1.7,9,16.3,big_west
2007_1415,10.28,91.96,7.34,68.54,11.66,1,106.64,2007,18.28,2,39.5,0,277.6,1.41,32.91,5,24,172.88,20.79,29,1415,0,63.03,5,-14.68,2,13.66,big_west
2007_1416,10.93,107.9,7.45,72.64,14.93,2,98.76,2007,19.79,5,46.91,0,210.45,3.48,38.7,20,9,125.89,23.24,29,1416,0,72.21,2,9.14,13,15.48,cusa
2007_1417,11.07,110.03,7.37,64.88,14.6,3,93.46,2007,16.0,6,48.05,0,90.92,3.3,36.76,25,5,60.6,21.83,30,1417,8,71.97,0,16.57,16,12.2,pac_ten
2007_1418,13.59,97.81,5.52,66.15,11.59,0,105.75,2007,18.93,2,41.84,0,239.5,2.76,30.48,8,21,148.52,22.97,29,1418,0,66.79,6,-7.95,6,14.31,sun_belt
2007_1419,11.97,101.28,6.14,71.3,12.34,2,105.75,2007,17.0,2,41.34,0,241.8,1.45,34.76,15,14,153.79,22.55,29,1419,0,70.34,4,-4.47,11,14.17,sun_belt
2007_1420,10.23,97.58,5.29,73.26,12.29,1,105.74,2007,16.52,5,42.27,0,254.42,2.94,32.54,12,19,149.32,20.81,31,1420,0,60.48,1,-8.16,6,12.74,aec
2007_1421,11.56,95.5,6.81,67.25,13.89,0,104.12,2007,17.04,5,42.92,0,289.25,4.3,35.71,8,19,162.21,24.07,27,1421,0,67.78,1,-8.62,3,16.19,big_south
2007_1422,12.4,100.59,7.77,65.96,12.23,0,99.43,2007,17.9,6,42.64,0,247.5,4.37,33.8,16,14,145.43,23.33,30,1422,0,69.43,3,1.16,10,15.5,southern
2007_1423,11.31,95.24,5.31,69.54,14.45,0,104.95,2007,20.97,2,41.8,0,227.0,1.79,31.24,7,22,125.5,24.1,29,1423,0,64.52,4,-9.71,5,15.48,caa
2007_1424,12.06,110.11,8.15,71.19,14.85,1,98.44,2007,17.97,8,44.89,0,120.85,5.61,36.35,27,6,67.0,22.61,33,1424,3,75.03,0,11.67,18,11.42,mwc
2007_1425,9.32,104.39,5.5,70.72,12.82,4,94.7,2007,17.82,4,47.74,0,136.43,3.94,40.34,23,11,56.27,24.68,34,1425,5,71.41,5,9.69,15,14.71,pac_ten
2007_1426,11.78,99.1,6.52,68.6,13.85,0,105.87,2007,19.7,4,45.46,0,257.64,2.63,33.82,11,16,194.5,23.96,27,1426,0,72.48,5,-6.77,7,17.93,southland
2007_1427,11.15,85.31,6.88,59.32,11.12,0,102.03,2007,22.12,1,40.08,0,230.75,2.85,27.76,4,22,187.73,20.35,26,1427,0,57.19,4,-16.72,3,17.5,southland
2007_1428,9.17,108.4,4.7,73.97,13.83,1,114.03,2007,18.43,1,48.5,0,108.55,2.2,41.41,11,19,95.47,20.73,30,1428,1,69.17,6,-5.62,9,14.57,mwc
2007_1429,10.7,107.63,6.45,77.96,14.3,5,102.31,2007,16.97,5,46.68,0,166.36,2.36,37.38,22,11,92.45,22.18,33,1429,2,71.0,2,5.33,12,13.94,wac
2007_1430,8.59,110.9,7.07,74.67,14.81,0,96.77,2007,18.44,8,47.64,0,270.55,4.0,40.81,20,7,132.29,22.19,27,1430,0,71.33,1,14.14,12,11.85,ind
2007_1431,13.74,100.57,8.35,66.99,15.29,2,96.01,2007,23.48,1,42.28,0,197.86,3.39,33.17,14,17,123.71,24.94,31,1431,0,75.61,9,4.56,11,16.03,cusa
2007_1433,12.06,113.7,7.45,72.49,13.58,4,97.52,2007,18.03,11,46.0,0,185.15,3.09,40.0,27,6,56.17,21.27,33,1433,0,74.79,3,16.18,12,11.39,caa
2007_1434,7.87,99.1,5.13,73.87,13.2,1,99.19,2007,20.0,6,45.73,0,231.2,2.8,38.55,15,15,125.27,24.43,30,1434,0,65.73,3,-0.09,8,16.07,mid_cont
2007_1435,10.13,109.17,7.37,72.84,16.67,1,102.1,2007,17.0,4,45.44,1,115.79,2.6,37.36,19,11,65.09,23.1,30,1435,4,75.73,4,7.06,14,12.47,sec
2007_1436,14.78,105.58,5.28,67.11,13.38,3,96.78,2007,17.97,13,45.13,0,222.16,4.13,36.23,25,7,107.0,26.03,32,1436,0,70.41,3,8.79,9,15.91,aec
2007_1437,13.23,108.05,7.94,78.35,12.65,3,96.63,2007,19.39,8,42.13,1,123.62,3.29,35.28,21,10,32.3,23.03,31,1437,1,72.16,1,11.42,10,13.65,big_east
2007_1438,13.48,109.34,4.66,73.71,13.0,0,101.0,2007,20.1,3,43.56,0,123.11,3.07,36.65,19,10,73.3,25.52,29,1438,4,77.45,8,8.34,16,13.72,acc
2007_1439,11.06,108.87,8.39,66.62,13.26,3,98.03,2007,18.35,5,47.09,2,115.05,4.61,36.82,20,11,75.73,22.48,31,1439,4,72.03,5,10.84,12,10.97,acc
2007_1440,15.66,104.9,13.24,66.9,18.72,2,108.71,2007,22.97,4,42.24,0,283.7,3.41,31.06,10,19,214.58,21.34,29,1440,0,95.55,6,-3.81,4,16.69,big_south
2007_1441,12.28,97.82,7.76,68.54,12.21,1,108.41,2007,21.79,4,40.48,0,268.44,1.59,31.26,9,20,130.0,21.14,29,1441,0,67.52,3,-10.58,4,13.83,southern
2007_1442,10.21,92.36,6.64,66.72,10.64,1,107.09,2007,19.18,1,40.85,0,240.0,1.96,30.53,5,23,197.04,21.57,28,1442,0,61.64,5,-14.74,3,14.96,mid_cont
2007_1443,12.22,111.72,6.91,72.57,13.53,2,103.28,2007,21.13,8,47.85,0,202.0,2.66,40.19,21,11,112.55,21.44,32,1443,0,78.31,1,8.45,11,15.0,sun_belt
2007_1444,10.81,103.35,6.16,72.36,11.48,2,102.43,2007,20.16,3,43.9,0,200.47,1.58,38.45,15,16,112.88,23.32,31,1444,0,71.1,4,0.92,10,15.61,mac
2007_1445,11.15,80.78,7.58,62.63,10.38,0,110.08,2007,21.88,2,35.07,0,302.0,1.77,29.82,2,24,159.25,19.35,26,1445,0,57.42,1,-29.31,0,16.65,ind
2007_1447,11.9,100.2,6.62,65.51,12.55,0,105.8,2007,19.1,4,42.81,0,260.7,2.55,34.38,10,19,202.53,23.72,29,1447,0,69.9,5,-5.6,6,14.79,nec
2007_1448,12.03,101.87,6.42,63.33,13.35,1,105.0,2007,20.35,2,45.48,0,163.4,3.06,36.87,15,16,50.94,23.26,31,1448,0,73.81,7,-3.13,12,16.19,acc
2007_1449,14.31,107.27,5.47,72.44,15.19,1,102.95,2007,19.28,1,46.63,1,165.74,2.84,36.77,19,13,44.69,23.94,32,1449,2,76.53,5,4.31,17,15.66,pac_ten
2007_1450,7.84,106.07,6.66,71.1,13.88,5,94.0,2007,16.25,8,46.51,0,148.08,4.47,37.17,25,7,41.43,22.53,32,1450,2,66.53,2,12.07,12,10.31,pac_ten
2007_1451,9.68,104.58,6.61,66.99,13.61,1,103.24,2007,19.54,5,48.55,0,228.35,2.5,39.02,17,11,156.18,22.96,28,1451,0,71.04,0,1.34,11,15.82,big_sky
2007_1452,9.9,111.14,8.43,71.97,17.23,5,96.75,2007,15.37,3,44.98,1,170.19,3.37,36.55,21,9,43.78,20.23,30,1452,2,71.57,2,14.38,13,11.4,big_east
2007_1453,9.65,105.33,5.1,76.6,11.42,1,104.43,2007,16.94,6,43.4,0,232.81,2.61,38.09,16,15,114.2,22.74,31,1453,0,67.55,2,0.9,9,11.74,horizon
2007_1454,13.1,96.28,5.68,67.31,11.45,0,106.07,2007,21.13,2,38.72,0,210.0,2.06,32.65,9,22,109.68,21.45,31,1454,0,64.74,5,-9.79,7,13.29,horizon
2007_1455,10.13,107.96,5.83,70.93,14.9,1,100.08,2007,18.13,5,45.87,0,140.88,2.87,36.46,16,14,66.07,23.1,30,1455,1,68.57,5,7.88,10,12.07,mvc
2007_1456,9.73,100.23,5.33,69.31,12.7,0,101.41,2007,17.07,4,43.6,0,232.67,1.93,32.05,15,15,126.8,22.37,30,1456,0,63.53,4,-1.18,11,14.1,caa
2007_1457,11.86,110.56,7.46,63.34,16.5,1,94.02,2007,17.25,12,47.62,0,253.17,3.61,35.87,24,4,9.75,25.21,28,1457,0,74.11,3,16.53,11,13.32,big_south
2007_1458,11.35,110.68,5.68,67.89,13.74,3,90.4,2007,14.94,7,46.29,2,125.93,3.26,35.61,29,5,18.0,23.74,34,1458,5,70.09,1,20.28,19,11.44,big_ten
2007_1459,8.74,102.29,5.96,73.52,12.67,0,112.12,2007,17.56,3,41.95,0,245.29,2.44,36.49,7,20,165.7,21.11,27,1459,0,69.07,4,-9.83,4,12.04,southern
2007_1460,10.03,102.95,5.84,73.55,12.19,2,98.33,2007,17.47,7,44.2,0,167.65,1.53,35.07,23,9,161.56,22.16,32,1460,0,64.59,2,4.62,14,12.25,horizon
2007_1461,10.61,104.45,5.52,72.01,11.32,3,107.1,2007,21.87,2,46.09,1,153.81,3.65,33.13,16,15,95.4,23.84,31,1461,1,73.81,6,-2.65,11,14.65,mwc
2007_1462,10.91,115.83,5.75,74.06,15.09,3,97.3,2007,17.59,5,47.93,0,134.63,3.53,38.98,24,8,102.38,22.91,32,1462,1,76.41,2,18.52,16,12.88,a_ten
2007_1463,10.04,101.66,7.08,68.81,13.58,0,100.62,2007,18.58,6,45.33,0,216.62,2.73,35.76,13,13,136.62,22.5,26,1463,0,67.0,1,1.04,7,14.77,ivy
2007_1464,11.76,99.16,4.97,69.23,11.69,1,106.05,2007,16.48,3,42.43,0,182.58,2.9,33.7,12,17,127.82,23.72,29,1464,0,64.9,5,-6.89,8,13.62,horizon
2008_1102,5.25,97.53,6.18,69.44,11.93,1,97.05,2008,17.18,3,43.72,0,225.64,1.79,37.55,14,14,96.79,21.36,28,1102,1,57.57,2,0.48,10,12.68,mwc
2008_1103,11.18,108.94,7.06,70.76,13.45,4,97.8,2008,19.58,6,44.36,0,184.96,2.79,38.49,23,10,94.6,20.24,33,1103,0,71.24,3,11.13,13,12.76,mac
2008_1104,13.58,107.69,7.45,62.02,15.61,3,103.75,2008,16.76,1,45.62,0,163.24,4.48,36.25,17,16,64.88,24.61,33,1104,1,75.27,5,3.94,13,13.0,sec
2008_1105,12.65,91.17,7.19,68.7,9.62,0,95.48,2008,18.81,5,38.05,0,309.45,5.65,32.91,11,15,218.67,22.58,26,1105,0,64.19,2,-4.31,6,16.04,swac
2008_1106,11.93,105.7,5.81,64.64,14.48,1,97.28,2008,19.11,8,45.71,0,303.71,3.78,35.32,17,10,185.3,25.67,27,1106,0,71.0,0,8.41,8,13.22,swac
2008_1107,12.43,103.52,5.33,72.61,12.33,0,100.03,2008,20.47,7,43.76,0,247.93,2.43,34.54,15,15,185.2,25.03,30,1107,0,68.27,4,3.49,8,14.27,aec
2008_1108,11.59,94.01,6.48,69.17,9.52,0,108.72,2008,21.9,2,41.48,0,284.5,1.55,34.52,6,23,240.0,20.97,29,1108,0,67.03,6,-14.71,4,17.17,swac
2008_1110,9.47,106.06,4.59,74.34,11.91,0,100.3,2008,17.53,10,44.28,0,210.95,2.63,40.95,21,11,133.18,22.56,32,1110,0,65.09,1,5.76,11,13.63,patriot
2008_1111,9.83,104.91,6.1,68.47,13.5,2,101.53,2008,17.23,7,47.37,0,219.94,4.73,38.54,17,13,136.15,24.97,30,1111,0,71.07,5,3.38,8,15.13,southern
